num_est,file_num,law_name,link
19,0001,Constitución Política del Estado de Nuevo León,https://mexico.justia.com/estatales/nle/constitucion-politica-del-estado-de-nuevo-leon/
19,0002,Código Civil para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/codigos/codigo-civil-para-el-estado-de-nuevo-leon/
19,0003,Código de Ética para el Congreso del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/codigos/codigo-de-etica-para-el-congreso-del-estado-de-nuevo-leon/
19,0004,Código de Procedimientos Civiles del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/codigos/codigo-de-procedimientos-civiles-del-estado-de-nuevo-leon/
19,0005,Código Fiscal del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/codigos/codigo-fiscal-del-estado-de-nuevo-leon/
19,0006,Código Penal para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/codigos/codigo-penal-para-el-estado-de-nuevo-leon/
19,0007,Ley Ambiental del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-ambiental-del-estado-de-nuevo-leon/
19,0008,Ley  de Acceso de las Mujeres a una Vida Libre de Violencia,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-acceso-de-las-mujeres-a-una-vida-libre-de-violencia/
19,0009,Ley de Administración Financiera para el Estado de Nuevo Leon,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-administracion-financiera-para-el-estado-de-nuevo-leon/
19,0010,"Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Nuevo León",https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-adquisiciones-arrendamientos-y-contratacion-de-servicios-del-estado-de-nuevo-leon/
19,0011,Ley de Agua Potable y Saneamiento para el Estado de Nuevo Leon,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-agua-potable-y-saneamiento/
19,0012,Ley de Amnistía para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-amnistia-para-el-estado-de-nuevo-leon/
19,0013,Ley de Aparcería Agrícola del Estado de Nuevo Leon,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-aparceria-agricola-del-estado-de-nuevo-leon/
19,0014,Ley de Archivos para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-archivos-para-el-estado-de-nuevo-leon/
19,0015,"Ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-asentamientos-humanos-ordenamiento-territorial-y-desarrollo-urbano-para-el-estado-de-nuevo-leon/
19,0016,Ley de Asociaciones Público Privadas para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-asociaciones-publico-privadas-para-el-estado-de-nuevo-leon/
19,0017,Ley de Cambio Climático del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-cambio-climatico-del-estado-de-nuevo-leon/
19,0018,"Ley de Ciencia, Tecnología e Innovación del Estado de Nuevo León",https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-ciencia-tecnologia-e-innovacion-del-estado-de-nuevo-leon/
19,0019,Ley de Coordinación Hacendaria del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-coordinacion-hacendaria-del-estado-de-nuevo-leon/
19,0020,Ley de Copropiedades Rurales,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-copropiedades-rurales/
19,0021,Ley de Defensoría Pública para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-defensoria-publica-para-el-estado-de-nuevo-leon/
19,0022,Ley de Desarrollo Forestal Sustentable del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-desarrollo-forestal-sustentable-del-estado-de-nuevo-leon/
19,0023,Ley de Desarrollo Rural Integral Sustentable del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-desarrollo-rural-integral-sustentable-del-estado-de-nuevo-leon/
19,0024,Ley de Desarrollo Social para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-desarrollo-social-para-el-estado-de-nuevo-leon/
19,0025,Ley de Educación del Estado,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-educacion-del-estado/
19,0026,Ley de Egresos del Estado de Nuevo León para el Ejercicio Fiscal 2023,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-egresos-del-estado-de-nuevo-leon-para-el-ejercicio-fiscal/
19,0027,"Ley de Emergencia Policial, Reglamentaria de la Fracción XVIII del Artículo 85 de la Constitución Política del Estado Libre y Soberano de Nuevo León",https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-emergencia-policial-reglamentaria-de-la-fraccion-xviii-del-articulo-de-la-constitucion-politica-del-estado-libre-y-soberano-de-nuevo-leon/
19,0028,Ley de Entrega Recepción para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-entrega-recepcion-para-el-estado-de-nuevo-leon/
19,0029,Ley de Expropiación por Causa de Utilidad Pública,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-expropiacion-por-causa-de-utilidad-publica/
19,0030,Ley de Fiscalización Superior del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fiscalizacion-superior-del-estado-de-nuevo-leon/
19,0031,Ley de Fomento a la Inversión y al Empleo para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fomento-a-la-inversion-y-al-empleo-para-el-estado-de-nuevo-leon/
19,0032,"Ley de Fomento a la Micro, Pequeña y Mediana Empresa para el Estado de Nuevo León",https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fomento-a-la-micro-pequena-y-mediana-empresa-para-el-estado-de-nuevo-leon/
19,0033,Ley de Fomento a las Actividades  Agropecuarias del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fomento-a-las-actividades-agropecuarias-del-estado-de-nuevo-leon/
19,0034,Ley de Fomento al Turismo del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fomento-al-turismo-del-estado-de-nuevo-leon/
19,0035,Ley de Fomento de la Sociedad Civil Organizada para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fomento-de-la-sociedad-civil-organizada-para-el-estado-de-nuevo-leon/
19,0036,Ley de Fomento para la Construcción de Edificios de Estacionamiento de Vehículos,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-fomento-para-la-construccion-de-edificios-de-estacionamiento-de-vehiculos/
19,0037,Ley de Gobierno Municipal del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-gobierno-municipal-del-estado-de-nuevo-leon/
19,0038,Ley de Hacienda del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-hacienda-del-estado-de-nuevo-leon/
19,0039,Ley de Hacienda para los Municipios del Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-hacienda-para-los-municipios-del-estado-de-nuevo-leon/
19,0040,Ley de Indulto para el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-indulto-para-el-estado-de-nuevo-leon/
19,0041,Ley de Infraestructura Física Educativa y Deportiva de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-infraestructura-fisica-educativa-y-deportiva-de-nuevo-leon/
19,Not Found,Ley de Ingresos de los Municipios del Estado de Nuevo León para el Ejercicio Fiscal 2023,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-ingresos-de-los-municipios-del-estado-de-nuevo-leon-para-el-ejercicio-fiscal/
19,Not Found,Ley de Ingresos del Estado de Nuevo León para el Ejercicio Fiscal 2023,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-ingresos-del-estado-de-nuevo-leon-para-el-ejercicio-fiscal/
19,0044,Ley de Instituciones Asistenciales Públicas y Privadas para las Personas Adultas Mayores en el Estado de Nuevo León,https://mexico.justia.com/estatales/nuevo-leon/leyes/ley-de-instituciones-asistenciales-publicas-y-privadas-para-las-personas-adultas-mayores-en-el-estado-de-nuevo-leon/
