num_est,file_num,law_name,link
14,0001,Constitución Política del Estado de Jalisco,https://mexico.justia.com/estatales/jal/constitucion-politica-del-estado-de-jalisco/
14,0002,Código Civil del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-civil-del-estado-de-jalisco/
14,0003,Código de Asistencia Social del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-de-asistencia-social-del-estado-de-jalisco/
14,0004,Código de Ética del Congreso del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-de-etica-del-congreso-del-estado-de-jalisco/
14,0005,Código de Ética y Reglas de Integridad para los Servidores Públicos de la Administración Pública del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-de-etica-y-reglas-de-integridad-para-los-servidores-publicos-de-la-administracion-publica-del-estado-de-jalisco/
14,0006,Código de Procedimientos Civiles del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-de-procedimientos-civiles-del-estado-de-jalisco/
14,0007,Código Electoral del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-electoral-y-de-participacion-social-del-estado-de-jalisco/
14,0008,Código Fiscal del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-fiscal-del-estado-de-jalisco/
14,0009,Código Penal para el Estado Libre y Soberano de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-penal-para-el-estado-libre-y-soberano-de-jalisco/
14,0010,Código Urbano para el Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/codigos/codigo-urbano-para-el-estado-de-jalisco/
14,0011,Ley Agroalimentaria del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/leyes/ley-agroalimentaria-del-estado-de-jalisco/
14,0012,Ley contra la Delincuencia Organizada del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/leyes/ley-contra-la-delincuencia-organizada-del-estado-de-jalisco/
14,0013,Ley de Acceso de las Mujeres a una Vida Libre de Violencia del Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/leyes/ley-de-acceso-de-las-mujeres-a-una-vida-libre-de-violencia-del-estado-de-jalisco/
14,0014,Ley de Acuacultura y Pesca para el Estado de Jalisco,https://mexico.justia.com/estatales/jalisco/leyes/ley-de-acuacultura-y-pesca-para-el-estado-de-jalisco/
14,0015,Ley de Amnistía para las Mujeres Víctimas de Violencia de Género,https://mexico.justia.com/estatales/jalisco/leyes/ley-de-amnistia-para-las-mujeres-victimas-de-violencia-de-genero/
14,0016,Ley de Amnistía,https://mexico.justia.com/estatales/jalisco/leyes/ley-de-amnistia/
14,0017,Ley de Archivos del Estado de Jalisco y sus Municipios,https://mexico.justia.com/estatales/jalisco/leyes/ley-de-archivos-del-estado-de-jalisco-y-sus-municipios/
