num_est,file_num,law_name,link
20,0001,Constitución Política del Estado de Oaxaca,https://mexico.justia.com/estatales/oax/constitucion-politica-del-estado-libre-y-soberano-de-oaxaca/
20,0002,Código Civil para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-civil-para-el-estado-de-oaxaca/
20,0003,Código de Procedimientos Civiles para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-de-procedimientos-civiles-para-el-estado-de-oaxaca/
20,0004,Código de Procedimientos Penales para el Estado Libre y Soberano de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-de-procedimientos-penales-para-el-estado-libre-y-soberano-de-oaxaca/
20,0005,Código Familiar para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-familiar-para-el-estado-de-oaxaca/
20,0006,Código Fiscal Municipal del Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-fiscal-municipal-del-estado-de-oaxaca/
20,0007,Código Fiscal para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-fiscal-para-el-estado-de-oaxaca/
20,0008,Código Penal para el Estado Libre y Soberano de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-penal-para-el-estado-libre-y-soberano-de-oaxaca/
20,0009,Código Procesal Penal para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/codigos/codigo-procesal-penal-para-el-estado-de-oaxaca/
20,0010,Ley de Adopciones del Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-adopciones-del-estado-de-oaxaca/
20,0011,"Ley de Adquisiciones, Enajenaciones, Arrendamientos, Prestación de Servicios y Administración de Bienes Muebles e Inmuebles del Estado de Oaxaca",https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-adquisiciones-enajenaciones-arrendamientos-prestacion-de-servicios-y-administracion-de-bienes-muebles-e-inmuebles-del-estado-de-oaxaca/
20,0012,Ley de Agua Potable y Alcantarillado para Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-agua-potable-y-alcantarillado-para-el-estado-de-oaxaca/
20,0013,Ley de Amnistía para el Estado de Oaxaca (1978),https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-amnistia-para-el-estado-de-oaxaca-1978/
20,0014,Ley de Amnistía para el Estado de Oaxaca (2001),https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-amnistia-para-el-estado-de-oaxaca/
20,0015,Ley de Archivos para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-archivos-del-estado-de-oaxaca/
20,0016,Ley de Asistencia y Prevención de la Violencia Familiar,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-asistencia-y-prevencion-de-la-violencia-familiar/
20,0017,Ley de Bienes Pertenecientes al Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-bienes-pertenecientes-al-estado-de-oaxaca/
20,0018,Ley de Cambio Climático para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-cambio-climatico-para-el-estado-de-oaxaca/
20,0019,"Ley de Caminos, Carreteras y Puentes para el Estado de Oaxaca",https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-caminos-carreteras-y-puentes-para-el-estado-de-oaxaca/
20,0020,Ley de Caminos y Aeropistas de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-caminos-y-aeropistas-de-oaxaca/
20,0021,Ley de Catastro para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-catastro-para-el-estado-de-oaxaca/
20,0022,"Ley de Ciencia, Tecnología e Innovación para el Estado de Oaxaca",https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-ciencia-tecnologia-e-innovacion-para-el-estado-de-oaxaca/
20,0023,Ley de Condominio del Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-condominio-del-estado-de-oaxaca/
20,0024,"Ley de Consulta Previa, Libre e Informada de los Pueblos y Comunidades Indígenas y Afromexicano para el Estado de Oaxaca",https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-consulta-previa-libre-e-informada-de-los-pueblos-y-comunidades-indigenas-y-afromexicano-para-el-estado-de-oaxaca/
20,0025,Ley de Cooperación para Obras Públicas del Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-cooperacion-para-obras-publicas-del-estado-de-oaxaca/
20,0026,Ley de Coordinación Estatal de las Zonas Económicas Especiales,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-coordinacion-estatal-de-las-zonas-economicas-especiales/
20,0027,Ley de Coordinación Fiscal para el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-coordinacion-fiscal-para-el-estado-de-oaxaca/
20,0028,Ley de Coordinación para el Desarrollo Metropolitano Sustentable del Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-coordinacion-para-el-desarrollo-metropolitano-sustentable-del-estado-de-oaxaca/
20,0029,Ley de Coordinación para el Fomento del Aprovechamiento Sustentable de las Fuentes de Energía Renovable en el Estado de Oaxaca,https://mexico.justia.com/estatales/oaxaca/leyes/ley-de-coordinacion-para-el-fomento-del-aprovechamiento-sustentable-de-las-fuentes-de-energia-renovable-en-el-estado-de-oaxaca/
